,PA01H:PM25,RN6:PM25,RUR_N:PM25,RUR-SE:PM25,GON:PM25,RAMBO:PM25,AUT:PM25,RUR_S:PM25,BOB:PM25,GEN:PM25,VITRY:PM25,A1:PM25,PA04C:PM25,BP_EST:PM25,OBJECTID
,PARIS 1er Les Halles,Route Nationale 6 - MELUN,Zone rurale Nord - Saint-Martin-du-Tertre,Zone rurale Sud-Est - Forêt de Fontainebleau,GONESSE,Rambouillet,Boulevard Péripherique Auteuil,Zone Rurale Sud - Bois Herpin,BOBIGNY,GENNEVILLIERS,VITRY-SUR-SEINE,Autoroute A1 - Saint-Denis,Paris Centre,Boulevard Périphérique Est,0
,PA01H,RN6,RUR_N,RUR-SE,GON,RAMBO,AUT,RUR_S,BOB,GEN,VITRY,A1,PA04C,BP_EST,1
,"PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules","PM 2,5 particules",2
,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,PM25,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2019/11/23 17:00:00+00,,25.700000,10.100000,5.100000,15.600000,8.600000,17.800000,6.700000,12.800000,23.300000,19.800000,26.800000,,23.900000,7845
2019/11/23 18:00:00+00,16.500000,26.400000,12.400000,7,24.900000,11.200000,22.500000,8.700000,24.200000,24.200000,26.100000,29.200000,,37.600000,7846
2019/11/23 19:00:00+00,22.200000,31.600000,19,5.200000,23.700000,11.400000,20.800000,9.300000,27.600000,26.300000,16.800000,38.100000,,37.300000,7847
2019/11/23 20:00:00+00,25.900000,47.400000,17.200000,6.700000,22.300000,16.600000,21.200000,10.400000,38.200000,36.200000,27.300000,40.800000,,46,7848
2019/11/23 21:00:00+00,33.600000,51.100000,17.400000,7.600000,19,22.400000,28.900000,10.100000,38.900000,38.300000,40.200000,50,,46.700000,7849
2019/11/23 22:00:00+00,38.900000,44.600000,18.300000,8.200000,27.100000,20.200000,41,11.100000,36.200000,39.400000,40.300000,56.500000,,50.100000,7850
2019/11/23 23:00:00+00,33,44.600000,16.500000,10,28.500000,16,37.400000,8.900000,34.400000,40.500000,41.700000,48.300000,,47.600000,7851
2019/11/24 00:00:00+00,32,35.200000,16.100000,8.800000,22.900000,15.500000,36.900000,8.200000,23,43.100000,39.800000,45.500000,,44.400000,7852
2019/11/24 01:00:00+00,30.600000,36.700000,19.800000,11.500000,19.400000,11.700000,36.100000,5.900000,29.900000,36.200000,33.900000,31,,42.400000,7853
2019/11/24 02:00:00+00,30.500000,34.400000,14.300000,14.100000,22.300000,7.200000,28.500000,6.500000,26.500000,29.500000,24.200000,32.100000,,44.200000,7854
2019/11/24 03:00:00+00,,30.400000,19,11.400000,16.500000,5.300000,19,5.100000,21,28.100000,20.600000,28.200000,,42.100000,7855
2019/11/24 04:00:00+00,,26.700000,13.100000,9.700000,22.800000,9.400000,12.100000,10,18.900000,28.600000,25.600000,34.600000,,41.400000,7856
2019/11/24 05:00:00+00,,31.800000,16,8.300000,18.500000,8.100000,13.200000,7.600000,18,31.100000,14.600000,44.100000,,31.700000,7857
2019/11/24 06:00:00+00,,29.700000,13.300000,12.500000,15.500000,7.700000,17.700000,10.300000,20.700000,31.100000,17.700000,36,,41.100000,7858
2019/11/24 07:00:00+00,,22.200000,15.600000,10.800000,18.100000,5.500000,16.900000,10.500000,24.200000,30.800000,24.300000,33.600000,,38.500000,7859
2019/11/24 08:00:00+00,,30.800000,12.800000,10.900000,22.200000,3,13.600000,10.700000,19.100000,30.700000,15.700000,43.300000,,30.500000,7860
2019/11/24 09:00:00+00,,22,8.400000,8.800000,26.300000,6.100000,15.700000,10.800000,16.100000,26.800000,10.700000,39.500000,,27.700000,7861
2019/11/24 10:00:00+00,,14.500000,7.900000,3.800000,23.900000,4.100000,14.600000,8.500000,18.800000,12.500000,11.500000,22.200000,,26.100000,7862
2019/11/24 11:00:00+00,,11.500000,7.300000,1.200000,18.400000,1,9.300000,6.200000,8.100000,6.700000,8.600000,14.600000,,14.300000,7863
2019/11/24 12:00:00+00,,11,5.700000,3.700000,3.400000,3.700000,6.800000,7.200000,7.800000,3,7.800000,9.900000,,11.100000,7864
2019/11/24 13:00:00+00,,11.400000,5.500000,3.400000,5.600000,5.200000,11.200000,7.700000,5.700000,0.900000,9.300000,11.400000,,11.600000,7865
2019/11/24 14:00:00+00,,10.700000,3.100000,6.500000,4.700000,4,9.100000,4.700000,3.200000,1.100000,10.200000,11.100000,,11.900000,7866
2019/11/24 15:00:00+00,,11.700000,3.400000,5.100000,7.600000,4.700000,13.900000,5.300000,5.500000,3.300000,6.900000,7.400000,,11.300000,7867
2019/11/24 16:00:00+00,,13.100000,5.900000,3.200000,7.800000,10.800000,10.700000,3.200000,4.500000,1.500000,10.500000,13.900000,,10.100000,7868
2019/11/24 17:00:00+00,,28.900000,4.900000,4.200000,9.800000,11.800000,15.900000,8.200000,9.700000,5,12.600000,12.200000,,12.400000,7869
2019/11/24 18:00:00+00,,24.600000,6.100000,5,10,9.800000,17.400000,6.100000,15.300000,7.500000,18.500000,13.900000,,26.900000,7870
2019/11/24 19:00:00+00,,24.600000,11.400000,4,20.200000,8,16.800000,7.200000,18.300000,9.400000,21.900000,16.900000,,42.100000,7871
2019/11/24 20:00:00+00,,23.700000,14.200000,4.900000,17.800000,5.700000,22.200000,3.800000,17.900000,13.600000,22.200000,21.700000,,35.500000,7872
2019/11/24 21:00:00+00,,22.300000,15.300000,9.100000,16.400000,7,18.400000,4.200000,12.600000,16.900000,18.300000,20.100000,,20.400000,7873
2019/11/24 22:00:00+00,,17.200000,13.200000,8.300000,17.600000,9.800000,16.200000,5.600000,18.200000,12.100000,15.300000,23.600000,,22.100000,7874
2019/11/24 23:00:00+00,,20.800000,10.600000,7.700000,11.300000,5.900000,14.600000,7,16.500000,10.100000,12,23.200000,,16.100000,7875
2019/11/25 00:00:00+00,,17.700000,9.400000,12.400000,12,3.900000,15.500000,7.900000,13.800000,9,11.700000,12.900000,,17.900000,7876
2019/11/25 01:00:00+00,,10.700000,8.700000,11.200000,8.900000,8.600000,13.600000,5.300000,11.700000,8.900000,11.400000,10.300000,,18.300000,7877
2019/11/25 02:00:00+00,,16.700000,8.300000,5.900000,9.200000,5.100000,10.500000,2.100000,9.400000,7.100000,9.200000,12,,13.400000,7878
2019/11/25 03:00:00+00,,8.200000,7.100000,5.500000,10.700000,5.700000,10,6.800000,5.800000,7.900000,8.500000,12.600000,,9.900000,7879
2019/11/25 04:00:00+00,,8.500000,9,5.500000,6.600000,4.500000,12.100000,5.900000,5.400000,8.300000,9.600000,10.200000,,9,7880
2019/11/25 05:00:00+00,,12.200000,11.600000,4.300000,7.200000,5.500000,11.400000,5,9.900000,8.300000,9,12.900000,,10.800000,7881
2019/11/25 06:00:00+00,,15.700000,12,5.200000,7.900000,6.600000,9.800000,5.700000,7.700000,7.900000,10,17.200000,,16.600000,7882
2019/11/25 07:00:00+00,,14.800000,8.300000,2.300000,5.500000,3.900000,11.400000,7.300000,5.700000,7.900000,6.400000,15,,16.100000,7883
2019/11/25 08:00:00+00,,16.200000,8.900000,1,8.500000,2.200000,10,6.500000,4.700000,4.400000,5.600000,10.200000,,15.200000,7884
2019/11/25 09:00:00+00,,9.400000,7.300000,3.800000,8.300000,4,8.900000,7.900000,7.200000,6.500000,6.300000,10.100000,,21.700000,7885
2019/11/25 10:00:00+00,,8.500000,5.400000,3.500000,9.100000,6.100000,10.800000,5.900000,6.200000,8.800000,8.300000,19.700000,,16.500000,7886
2019/11/25 11:00:00+00,,9.500000,8.800000,1.500000,9,4.900000,14.400000,5.300000,7.700000,8.700000,9.400000,12.200000,,19.300000,7887
2019/11/25 12:00:00+00,,8,5.800000,1.700000,5.600000,3.600000,12.400000,2.400000,5.700000,7.600000,5.200000,12.400000,,13,7888
2019/11/25 13:00:00+00,,10.300000,4.900000,3,3.600000,2.600000,12.400000,3.200000,5.500000,4.800000,4.900000,15.400000,,17.700000,7889
2019/11/25 14:00:00+00,6.800000,11.200000,4.600000,1.900000,5,3.900000,12.800000,4.900000,6.500000,2.700000,5.700000,9.800000,,10.800000,7890
2019/11/25 15:00:00+00,12.200000,9.100000,3.300000,2.500000,4.200000,4.800000,9.900000,2.400000,5.400000,3.400000,9.400000,9.900000,,13.200000,7891
2019/11/25 16:00:00+00,26.100000,8.100000,5.600000,3.900000,4.200000,5.800000,9.200000,6.300000,4.300000,3.200000,5.500000,10.300000,,12.300000,7892
2019/11/25 17:00:00+00,8.600000,7.800000,3.200000,2.300000,5.400000,9.200000,9.700000,5.400000,3.800000,1.400000,2.700000,10.900000,,16,7893
2019/11/25 18:00:00+00,7.600000,10.200000,2,3.300000,4.700000,10.400000,10.600000,6.700000,2.900000,2.200000,5.900000,10.700000,,20.100000,7894
2019/11/25 19:00:00+00,10.100000,10.900000,4.300000,1.800000,10.900000,5.600000,8.200000,5.600000,5.200000,6.800000,7.400000,12.400000,,19.600000,7895
2019/11/25 20:00:00+00,7.200000,6.700000,7,3.400000,9.500000,2.100000,11,6.500000,8.100000,4.500000,6.100000,19.200000,,12.200000,7896
2019/11/25 21:00:00+00,11.300000,5.400000,6.300000,3,11.700000,4.800000,9,7,7.900000,5,7.900000,10.400000,,13.200000,7897
2019/11/25 22:00:00+00,13.300000,7.800000,5.900000,4.600000,8,7.700000,11.300000,4.800000,8.800000,5,9.800000,9.800000,,16.800000,7898
2019/11/25 23:00:00+00,6.300000,5.700000,5.700000,3.200000,5.700000,5.900000,7,3.300000,6.200000,4.500000,5.600000,10.700000,,15.600000,7899
2019/11/26 00:00:00+00,1.700000,3.900000,6.200000,3.400000,5.300000,4.100000,7.100000,6.600000,3.300000,3.600000,4.900000,8.100000,,9.800000,7900
2019/11/26 01:00:00+00,5.500000,5.100000,4.300000,2.200000,3.500000,4.600000,4.500000,4.700000,1.600000,2.900000,3.800000,4.700000,,8.600000,7901
2019/11/26 02:00:00+00,6.400000,6.500000,4.400000,0.400000,3.300000,3.600000,5.400000,3.800000,6,1.300000,4.300000,2.100000,,7.100000,7902
2019/11/26 03:00:00+00,4,6.900000,2.800000,1.500000,6.300000,3.800000,6.100000,5.500000,6.200000,2.700000,3.400000,3.300000,,9.700000,7903
2019/11/26 04:00:00+00,5.900000,11.700000,2,1.200000,6,3.200000,6.900000,8.500000,7.600000,1.400000,7.600000,9.300000,,10.200000,7904
2019/11/26 05:00:00+00,5.900000,7.500000,4.600000,0.700000,5.100000,2.400000,6.500000,5.100000,5.900000,0.800000,5.700000,11.100000,,10.900000,7905
2019/11/26 06:00:00+00,5.900000,5.400000,3.300000,2.300000,4.900000,3.500000,12.800000,2.900000,4.900000,2.300000,7,9,,14.600000,7906
2019/11/26 07:00:00+00,5.400000,9.500000,1.200000,2.200000,5.700000,3.500000,9.200000,4.100000,5.100000,2.100000,8.500000,6,,10.900000,7907
2019/11/26 08:00:00+00,3.100000,13.900000,2.900000,0,6.700000,1.700000,7.200000,3,5,5.200000,5.800000,9.300000,,10.300000,7908
2019/11/26 09:00:00+00,5.700000,10.200000,2.400000,1.200000,9.400000,1.900000,7.300000,2.900000,4.800000,2.300000,5.200000,9,,8.900000,7909
2019/11/26 10:00:00+00,6.900000,7.300000,3.300000,1.800000,9.300000,2,9.100000,2.700000,5.700000,2.100000,5.800000,15.400000,,12.400000,7910
2019/11/26 11:00:00+00,8.100000,8.600000,4.700000,0,5.600000,4.100000,7.800000,3.600000,3.800000,3.600000,6.900000,8.300000,,10.500000,7911
2019/11/26 12:00:00+00,8.100000,6.700000,3.600000,0.300000,5.500000,5.800000,8.900000,4.400000,3.400000,2.700000,5.700000,9.900000,,13.600000,7912
2019/11/26 13:00:00+00,12.100000,9.200000,2.500000,4.600000,6.800000,3.900000,8.800000,3.100000,3.700000,3.400000,5.700000,11,,19.100000,7913
2019/11/26 14:00:00+00,11.200000,8.800000,6.600000,3.500000,7.100000,4.900000,9.700000,6.100000,7.200000,4.200000,7.400000,9.700000,,16.100000,7914
2019/11/26 15:00:00+00,9.200000,10,5,1.700000,6.400000,7.100000,8.300000,5.800000,6.800000,4.100000,5.700000,11.700000,,13.100000,7915
2019/11/26 16:00:00+00,6.700000,13.500000,4.100000,3.200000,6.900000,4.800000,15.900000,2.900000,5,5.200000,5.200000,10.800000,,12.800000,7916
2019/11/26 17:00:00+00,4.400000,11,3.400000,6.200000,8.200000,7.100000,14.600000,2.200000,5.600000,4.600000,5.700000,9.300000,,16.400000,7917
2019/11/26 18:00:00+00,9.300000,7.500000,6.700000,4.200000,7.700000,6.600000,11,5.200000,6.400000,4.600000,8.300000,15.600000,,19.700000,7918
2019/11/26 19:00:00+00,9.600000,5.900000,5.600000,4.200000,8.100000,5.600000,9.200000,5.600000,5.200000,5.300000,6.600000,11.500000,,19.700000,7919
2019/11/26 20:00:00+00,12.500000,9.100000,7.700000,3.900000,6.800000,5.600000,13.100000,6.700000,6.300000,6.700000,5.100000,17.100000,,19.200000,7920
2019/11/26 21:00:00+00,12.100000,13.700000,4.800000,1.800000,5.200000,4,10.300000,3.700000,6.100000,8.100000,6,6.100000,,15,7921
2019/11/26 22:00:00+00,7.500000,8.700000,2.900000,1.700000,7.500000,7.400000,9.200000,3.400000,4.300000,4.700000,8,5.800000,,15.800000,7922
2019/11/26 23:00:00+00,4.200000,4.300000,4,2.600000,7.100000,4.900000,7.500000,5.900000,3.600000,5.100000,7.400000,9,,5.800000,7923
2019/11/27 00:00:00+00,8.400000,5.900000,5.100000,1.500000,8.500000,2.500000,5.900000,8.800000,6.100000,7.500000,5.200000,4.600000,,5.900000,7924
2019/11/27 01:00:00+00,8.900000,5.400000,5.700000,0.300000,7,4.300000,3.400000,5.700000,7.400000,8.300000,6.300000,1.600000,,5.200000,7925
2019/11/27 02:00:00+00,4.400000,6.100000,7.100000,2.800000,4.600000,2.900000,2.900000,4.700000,5.200000,2.200000,5.400000,5.800000,,5.500000,7926
2019/11/27 03:00:00+00,3.100000,4.100000,4.200000,2.600000,4.300000,2.200000,5.500000,3.900000,3.500000,0,4.100000,6.100000,,3.800000,7927
2019/11/27 04:00:00+00,1.400000,2.600000,0.600000,1.300000,2.700000,2.700000,3.900000,3.500000,2.300000,3.100000,3.600000,3.900000,,3,7928
2019/11/27 05:00:00+00,6.200000,12.500000,1.400000,0,0.500000,1.700000,5.500000,3.600000,1,3.700000,2.100000,3.500000,,7.800000,7929
2019/11/27 06:00:00+00,3.400000,8.100000,2.600000,1.300000,2.500000,4.600000,7.400000,4.100000,4.500000,2.800000,2.300000,4.900000,,10.500000,7930
2019/11/27 07:00:00+00,3.300000,5.200000,3.900000,2.400000,5.200000,5.400000,8.200000,6.400000,5.500000,1.700000,3.400000,8.100000,,15.300000,7931
2019/11/27 08:00:00+00,8.600000,,4.500000,3.600000,5.900000,3.900000,9.600000,6.600000,5.900000,1.600000,4,9.200000,,10.800000,7932
2019/11/27 09:00:00+00,6.600000,5.600000,4.600000,2.600000,5.500000,2,9,2.600000,6.700000,1.300000,6.100000,6.900000,,7.900000,7933
2019/11/27 10:00:00+00,6.100000,5.400000,2.500000,0.700000,3.600000,0.900000,5.800000,2.600000,5,2.100000,5.500000,3.900000,,10.400000,7934
2019/11/27 11:00:00+00,4.400000,7.900000,1.500000,1.600000,3,1.800000,9.100000,6.200000,5.200000,,4.200000,4.600000,,,7935
2019/11/27 12:00:00+00,3,8.600000,1.600000,1.200000,3.900000,2.300000,7.200000,4.400000,3.800000,,3.100000,8.200000,,10.400000,7936
2019/11/27 13:00:00+00,6.100000,5.100000,2.400000,2.100000,5.300000,4.900000,3.200000,3,4.300000,,1.800000,7.200000,,8.700000,7937
2019/11/27 14:00:00+00,4.800000,7.800000,6,2.200000,4.200000,6.400000,6.800000,2.800000,2.100000,,3.700000,6.600000,,8,7938
2019/11/27 15:00:00+00,4.200000,7.700000,5.300000,2,3.100000,6.400000,6.500000,3,1.400000,,5.500000,8,,10.100000,7939
2019/11/27 16:00:00+00,2.400000,12.900000,3.300000,3.600000,10.800000,5.900000,7.200000,6.600000,5.400000,,4.500000,12,,11,7940
2019/11/27 17:00:00+00,3.800000,10.200000,,3.500000,7.100000,4,5.200000,5.600000,4.200000,,5.800000,13.600000,,12.900000,7941
2019/11/27 18:00:00+00,3.700000,8,,6,5.100000,5.500000,6.300000,3,5.700000,,6.800000,10.100000,,9.700000,7942
2019/11/27 19:00:00+00,4.900000,10.400000,,5,4.900000,3.700000,4.900000,3.500000,4.700000,,6.400000,8.700000,,8.400000,7943
2019/11/27 20:00:00+00,5.300000,10.600000,,5.200000,5.400000,3.800000,3.800000,5.100000,7.100000,,3.700000,7.900000,,11.500000,7944
2019/11/27 21:00:00+00,6.300000,13.400000,,5.500000,6,4.300000,,8.800000,4.500000,,7.100000,13.800000,,8.800000,7945
2019/11/27 22:00:00+00,8.800000,7.400000,,6,4.400000,7.600000,,6.600000,2.700000,,8.100000,8.700000,,10.500000,7946
2019/11/27 23:00:00+00,5.500000,11.200000,6,5.700000,2.100000,6.900000,7.600000,7.700000,3.800000,,7.200000,7.600000,,9,7947
2019/11/28 00:00:00+00,3.700000,8.100000,6.900000,6.300000,4,4.800000,5.500000,6,6.500000,,4.200000,6.900000,,8.300000,7948
2019/11/28 01:00:00+00,2.500000,5.800000,5.600000,4.800000,3.600000,5.600000,3.300000,7,3.800000,,4.700000,4.600000,,6.500000,7949
2019/11/28 02:00:00+00,1.900000,7.300000,7,1.800000,2.100000,4.500000,3.800000,5.100000,2.700000,,3.600000,6.200000,,10.100000,7950
2019/11/28 03:00:00+00,1.100000,5.400000,7.300000,0,2.200000,2.500000,4.300000,4.100000,2.800000,,4.300000,4.800000,,7.700000,7951
2019/11/28 04:00:00+00,1.100000,7.500000,12.900000,0.900000,6.300000,4.900000,6.200000,4.700000,4.600000,,6.600000,5,,6.100000,7952
2019/11/28 05:00:00+00,2,9.500000,7.100000,2.800000,4.600000,4.200000,6,3.300000,5.300000,,6.800000,7.400000,,11.600000,7953
2019/11/28 06:00:00+00,0.500000,15.600000,1.900000,3.500000,3.500000,2.100000,8.300000,3.300000,4,,6.600000,11.200000,,9.500000,7954
2019/11/28 07:00:00+00,4.200000,9.500000,4.300000,2.200000,2.800000,5.800000,13,4.200000,3.800000,,5.500000,14.200000,,10,7955
2019/11/28 08:00:00+00,2.400000,11.700000,4.100000,0.900000,2.400000,4.300000,13.300000,2.900000,7.200000,,4,15.400000,,8.200000,7956
2019/11/28 09:00:00+00,4.500000,14.700000,3.800000,6.500000,5.800000,1.300000,,3.900000,6.200000,,10.200000,9.800000,,8.400000,7957
2019/11/28 10:00:00+00,3.400000,12.100000,4.900000,8.300000,6.400000,2.600000,11.900000,3.700000,5.300000,,7.500000,9.100000,,8.300000,7958
2019/11/28 11:00:00+00,2.200000,12.700000,3.400000,5.300000,4.400000,2.700000,12.800000,3.600000,4.800000,,7,9.900000,,10.400000,7959
2019/11/28 12:00:00+00,,9.600000,2,,3.400000,1.500000,13.600000,2.800000,3.400000,,5.800000,8.500000,,5.900000,7960
2019/11/28 13:00:00+00,,7.200000,1.400000,,3.800000,2.600000,11.300000,2.500000,4.900000,,5.300000,14.300000,,6.100000,7961
2019/11/28 14:00:00+00,,11.200000,1.800000,,4,3.400000,14.100000,0.500000,4.600000,,4.600000,14.200000,,7.100000,7962
2019/11/28 15:00:00+00,,14.800000,0,,7.400000,3.200000,15.700000,2.100000,4.700000,,5.100000,17.700000,,11.200000,7963
2019/11/28 16:00:00+00,,10.600000,1.300000,1.800000,6.500000,3,11.500000,3.600000,6.500000,,4.400000,9.700000,,7.500000,7964
2019/11/28 17:00:00+00,,17.400000,4.500000,3.900000,6.300000,3.800000,11.100000,2.100000,6.200000,,9.500000,12.400000,,10.700000,7965
2019/11/28 18:00:00+00,,10,4,2.300000,6.900000,6.400000,9.800000,2.400000,5.400000,,8.700000,13.100000,,7.600000,7966
2019/11/28 19:00:00+00,,12.200000,5.100000,2.800000,6.600000,7,,4.600000,4.500000,,7.100000,12.100000,,9.500000,7967
2019/11/28 20:00:00+00,,11.600000,5.900000,2.900000,8.700000,5.600000,,5.600000,6.900000,,7,15.900000,,9,7968
2019/11/28 21:00:00+00,,10.200000,3.700000,0.800000,8.800000,5.400000,,4.100000,6.500000,,8.900000,17.600000,,7.600000,7969
2019/11/28 22:00:00+00,,8.600000,4.300000,0.300000,9,3.100000,,2.600000,4.600000,,7.300000,13.600000,,8.300000,7970
2019/11/28 23:00:00+00,,8.300000,6.100000,3.300000,6.600000,4.300000,,3.600000,5.800000,,,15.300000,,8.700000,7971
2019/11/29 00:00:00+00,,5.900000,2.600000,4,11.400000,4,,5.300000,3.800000,,7.500000,9.900000,,7.200000,7972
2019/11/29 01:00:00+00,,8.400000,1,2.800000,8,3.600000,,4.200000,2.700000,,3.900000,12.800000,,6,7973
2019/11/29 02:00:00+00,,7.700000,2.200000,0.800000,3.600000,3.200000,,4.700000,2.300000,,3.400000,10.500000,,8.400000,7974
2019/11/29 03:00:00+00,,8.800000,3.700000,2.500000,4.200000,3.500000,,9.400000,2.300000,,4.200000,7.300000,,5.300000,7975
2019/11/29 04:00:00+00,,8,6.200000,5.300000,7,2.900000,,6.400000,7,,5.800000,5.900000,,6.400000,7976
2019/11/29 05:00:00+00,,9.700000,5,3.400000,5.400000,3.300000,,3.600000,6.300000,,6.700000,9.900000,,7.100000,7977
2019/11/29 06:00:00+00,,12,2.500000,5,4.400000,3.200000,,2.800000,5.600000,,4.600000,15.500000,,4.800000,7978
2019/11/29 07:00:00+00,,9.700000,3.200000,3,5.900000,4.100000,,4,4.800000,,5.900000,13.300000,,3.700000,7979
2019/11/29 08:00:00+00,,,3.900000,2.700000,5.700000,3.900000,,2.400000,6.200000,,6.200000,14.700000,,12.500000,7980
2019/11/29 09:00:00+00,,9.200000,6.300000,3.700000,6.600000,4.100000,,2.500000,6,,7,21,,9.100000,7981
2019/11/29 10:00:00+00,,10.700000,10.600000,2.700000,5.300000,8.200000,,1.500000,7.300000,,5.300000,12.400000,,9.700000,7982
2019/11/29 11:00:00+00,,8.300000,8.800000,4.400000,6.400000,8.700000,,0,10.600000,,3.400000,14.400000,,13.100000,7983
2019/11/29 12:00:00+00,,10.700000,5.600000,5.300000,6.600000,5.800000,,0,9.700000,,5.600000,10.100000,,11.500000,7984
2019/11/29 13:00:00+00,,11.600000,5.600000,3.600000,5.600000,3.100000,,1.500000,8.200000,,11.700000,13.400000,,14.400000,7985
2019/11/29 14:00:00+00,,13,5.500000,2.100000,5.200000,2.800000,,2.400000,9.800000,,11.600000,9.500000,,15.800000,7986
2019/11/29 15:00:00+00,,11.700000,5.500000,0.600000,5.900000,3.300000,,4.900000,7.100000,,13.400000,10.700000,,17.600000,7987
2019/11/29 16:00:00+00,,14,5.500000,2.400000,9,7.700000,,8.400000,7.600000,,11.100000,14,,17.500000,7988
2019/11/29 17:00:00+00,,12.100000,9.500000,1.300000,11.200000,7,,8.700000,6.900000,,11.300000,13,,11.900000,7989
2019/11/29 18:00:00+00,,16,8.100000,0.400000,11.200000,9.900000,,9.900000,14.100000,,8.500000,11.700000,,13.900000,7990
2019/11/29 19:00:00+00,,14.800000,20.800000,3.300000,15.500000,13.300000,,13.600000,10.900000,,17.900000,13.800000,,14.400000,7991
2019/11/29 20:00:00+00,,17,13.900000,3.100000,16.600000,12.400000,,9,13.100000,,14.600000,20.100000,,24.300000,7992
2019/11/29 21:00:00+00,,22.800000,11.400000,1.100000,31.900000,14.800000,,9,12.400000,,17,18.900000,,22,7993
2019/11/29 22:00:00+00,,29.100000,13.600000,4.300000,18.500000,15.300000,,6.300000,14.700000,,15.300000,19.500000,,22.700000,7994
2019/11/29 23:00:00+00,,27.200000,12.400000,3.100000,7.900000,14,,6.300000,13.800000,,10.100000,11.900000,,22.700000,7995
2019/11/30 00:00:00+00,,19,9.400000,3.800000,9.100000,11.300000,,8.300000,12.700000,,8.800000,14.200000,,22.300000,7996
2019/11/30 01:00:00+00,,21.400000,10.100000,3.900000,9.500000,16.500000,,13,11.300000,,14.800000,11.100000,,17.400000,7997
2019/11/30 02:00:00+00,,16.800000,5.800000,3.200000,10.500000,12.300000,,11.400000,10.400000,,15.600000,12.800000,,17,7998
2019/11/30 03:00:00+00,,15.900000,6.200000,7.400000,8.300000,12.700000,,11.500000,10.400000,,11.600000,11.500000,,15,7999
2019/11/30 04:00:00+00,,8.200000,4.600000,8.800000,8,9.200000,,9.500000,9.200000,,11.400000,17.600000,,9.500000,8000
2019/11/30 05:00:00+00,,12.900000,4.700000,5.900000,9.200000,7,,5.400000,6.600000,,8.300000,9.500000,,16,8001
2019/11/30 06:00:00+00,,17.600000,5.600000,6.400000,7.600000,4.800000,,4.800000,13.600000,,7.500000,8.900000,,15.600000,8002
2019/11/30 07:00:00+00,,12.300000,5.600000,5.600000,6.600000,5.400000,,5.100000,10.600000,,6.100000,6.600000,,13,8003
2019/11/30 08:00:00+00,,18.900000,8.400000,6.500000,10,6.100000,,5.200000,9.600000,8.100000,8.700000,19.400000,,18.900000,8004
2019/11/30 09:00:00+00,,18.400000,10.200000,4.600000,10.300000,9.100000,,5,12.500000,10.900000,15.300000,16.300000,,18.600000,8005
2019/11/30 10:00:00+00,,12.100000,10.800000,7.800000,8.800000,11.400000,,8.200000,10,14.300000,7.900000,23.800000,,17.400000,8006
2019/11/30 11:00:00+00,,12.800000,8.200000,7.200000,10.700000,7.600000,,6.600000,8.300000,13.300000,6.700000,14.900000,,18.500000,8007
2019/11/30 12:00:00+00,,10.500000,5.900000,5,9.800000,8.100000,,4.100000,5.900000,11,10.900000,6.600000,,19.100000,8008
2019/11/30 13:00:00+00,,7.300000,6.600000,4.500000,8.200000,7.100000,,4.300000,6,8.400000,7.800000,9.600000,,8.800000,8009
2019/11/30 14:00:00+00,,7.500000,6,3.500000,9.200000,6.100000,,5.700000,4.800000,4.900000,8.900000,7.900000,,8.900000,8010
2019/11/30 15:00:00+00,,12.500000,6.100000,4.200000,7.300000,6.500000,,3.400000,3,4.400000,10.300000,8.200000,,13.100000,8011
2019/11/30 16:00:00+00,,10.200000,6.800000,3.500000,7.200000,8.700000,,5.200000,5.800000,5,9.700000,7.200000,,14,8012
2019/11/30 17:00:00+00,,10.100000,6.100000,2.300000,6.900000,9.900000,,6.100000,8.600000,2.900000,9,9.800000,,14.800000,8013
2019/11/30 18:00:00+00,,17.400000,10.200000,6.300000,11.600000,8.600000,,8,15.100000,13.400000,15.800000,15.100000,,20.900000,8014
2019/11/30 19:00:00+00,,7.900000,9.600000,6.900000,14.100000,8.800000,,8.600000,9.700000,7.700000,12.300000,12.900000,,15.200000,8015
2019/11/30 20:00:00+00,,10.300000,13.500000,5.100000,11,8.300000,,7.700000,12.600000,9,11.300000,10.600000,,19,8016
2019/11/30 21:00:00+00,,12.200000,10.800000,7.200000,8.400000,12.100000,,5.900000,10,9.300000,13.100000,13.800000,,16,8017
2019/11/30 22:00:00+00,,14.600000,9.900000,11.100000,9.200000,9.700000,,7.700000,12.200000,7.800000,12.800000,10.800000,,18,8018
2019/11/30 23:00:00+00,,12.100000,9.900000,11.300000,10.200000,12.200000,,10.500000,14.900000,8.400000,10.500000,12.300000,,17.700000,8019
2019/12/01 00:00:00+00,,11.200000,9.800000,11.100000,11.900000,8.800000,,6.500000,10.800000,8.600000,10.500000,13.200000,,18.600000,8020
